Fitness Function,Particle Inertia,Personal Confidence,Swarm Confidence,Population Size,Particle Speed Limit,Constraint Handling Method,Final Fitness,Optimum Found After,Iterations
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9999811763820066,9,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9998447051515537,10,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9993647028927195,10,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.999759998870583,14,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9999105878145311,10,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,1.0,6,6
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9976282241328195,13,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,0.9999576468595148,15,50
Booth,0.25,1.0,1.0,25,10,Rejection Method,1.0,7,7
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,23,23
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,14,14
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,7,7
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,16,16
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,15,15
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,13,13
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,7,7
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,6,6
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,14,14
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,7,7
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,7,7
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,14,14
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,13,13
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,21,21
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,13,13
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,16,16
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Rejection Method,1.0,11,11
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,19,19
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,49,49
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,5,5
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,34,34
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,10,10
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,15,15
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,21,21
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,5,5
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,18,18
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,3,3
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,20,20
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,12,12
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,22,22
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,8,8
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,6,6
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,5,5
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,20,20
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,36,36
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,17,17
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,14,14
Booth,1.0,1.0,1.0,25,10,Rejection Method,1.0,9,9
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.0,1.0,1.0,25,10,Penalty Method,0.9999811763820066,26,50
Booth,0.0,1.0,1.0,25,10,Penalty Method,0.9996282335446285,49,50
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,19,19
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,15,15
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.0,1.0,1.0,25,10,Penalty Method,0.9999435291460196,12,50
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.0,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,16,16
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,7,7
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.25,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,16,16
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,4,4
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,1,1
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,2,2
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,15,15
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,8,8
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,12,12
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,10,10
Booth,0.75,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,14,14
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,15,15
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,15,15
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,20,20
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,17,17
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,17,17
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,11,11
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,20,20
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,16,16
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,15,15
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,23,23
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,6,6
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,9,9
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,28,28
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,25,25
Booth,1.0,1.0,1.0,25,10,Penalty Method,1.0,13,13
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9987152880719441,43,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9999811763820066,48,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9974588115708781,50,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9989129360608756,25,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9998117638200652,50,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9995058800276708,38,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9999435291460196,42,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,1.0,43,43
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9961458642158318,49,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9995482331681563,50,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9990964663363123,50,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9997317634435928,36,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9984988164650188,46,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9884046513160063,50,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9999811763820066,36,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,1.0,20,20
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.998978818723853,15,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9995482331681563,34,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9999105878145311,36,50
Booth,0.5,1.0,1.0,25,1,Penalty Method,0.9984988164650188,50,50
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,23,23
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,12,12
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,18,18
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,14,14
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,19,19
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,15,15
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,11,11
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,11,11
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,5,5
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,6,6
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,20,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,8,8
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,10,10
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,13,13
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,29,29
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,35,35
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,17,17
Booth,0.5,1.0,1.0,25,5,Penalty Method,1.0,7,7
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9995482331681563,41,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9930399672469047,44,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,1.0,4,4
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9749975294001385,46,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9892705377437071,50,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,1.0,29,29
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9998164697245635,38,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,1.0,33,33
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9999576468595148,36,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9996611748761172,37,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9984988164650188,21,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.999985882286505,20,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.999985882286505,20,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9995482331681563,30,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9920517273022462,50,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.999759998870583,46,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9948423286697822,42,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9999105878145311,42,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9996282335446285,29,50
Booth,0.5,1.0,1.0,25,1,Rejection Method,0.9999435291460196,27,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,14,14
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9990399954823317,24,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.999204702139775,22,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9995058800276708,21,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,22,22
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9979670492567025,40,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9996564689716189,19,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9999576468595148,23,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,16,16
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9999576468595148,23,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,5,Rejection Method,0.9982635212401001,19,50
Booth,0.5,1.0,1.0,25,5,Rejection Method,1.0,17,17
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,7,7
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,15,15
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,5,5
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,7,7
Booth,0.5,1.0,1.0,25,15,Rejection Method,0.9999811763820066,17,50
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,15,Rejection Method,1.0,11,11
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,3,3
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,13,13
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,6,6
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,7,7
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,8,8
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,12,12
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,13,13
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,10,10
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,9,9
Booth,0.5,1.0,1.0,25,20,Rejection Method,1.0,5,5
